[FT] Ep 36: Loss 3.3886 | Val MAE 1.5968 CI 0.6023
[FT] Ep 37: Loss 3.0648 | Val MAE 1.6036 CI 0.6082
[FT] Ep 38: Loss 3.1105 | Val MAE 1.6086 CI 0.6082
[FT] Ep 39: Loss 3.0514 | Val MAE 1.6150 CI 0.6082
[FT] Ep 40: Loss 2.9085 | Val MAE 1.6227 CI 0.6082
[FT] Ep 41: Loss 2.9113 | Val MAE 1.6277 CI 0.6082
[FT] Ep 42: Loss 2.7275 | Val MAE 1.6368 CI 0.6082
[FT] Ep 43: Loss 2.5171 | Val MAE 1.6413 CI 0.6082
[FT] Ep 44: Loss 2.7969 | Val MAE 1.6436 CI 0.6082
[FT] Ep 45: Loss 2.6182 | Val MAE 1.6500 CI 0.6082
[FT] Ep 46: Loss 2.8365 | Val MAE 1.6651 CI 0.6082
[FT] Ep 47: Loss 2.5699 | Val MAE 1.6752 CI 0.6140
[FT] Ep 48: Loss 2.4341 | Val MAE 1.6871 CI 0.6140
[FT] Ep 49: Loss 2.5015 | Val MAE 1.6930 CI 0.6140
[FT] Ep 50: Loss 2.3527 | Val MAE 1.6927 CI 0.6140
[FT] Ep 51: Loss 2.3473 | Val MAE 1.6947 CI 0.6082
[FT] Ep 52: Loss 2.3024 | Val MAE 1.7047 CI 0.6082
[FT] Ep 53: Loss 2.2408 | Val MAE 1.7096 CI 0.5965
[FT] Ep 54: Loss 2.3235 | Val MAE 1.7130 CI 0.5965
[FT] Ep 55: Loss 2.0388 | Val MAE 1.7136 CI 0.6023
[FT] Ep 56: Loss 2.1673 | Val MAE 1.7188 CI 0.6023
[FT] Ep 57: Loss 2.1163 | Val MAE 1.7283 CI 0.6023
[FT] Ep 58: Loss 1.9181 | Val MAE 1.7351 CI 0.6023
Early stopping triggered.

>>> Final Test Evaluation
------------------------------------------------------------
[BASELINE RESULT] Method: Entropy
   MAE:  1.5741
   RMSE: 1.9809
   CI:   0.5158
   RM2:  0.0040
   MAPE: 25.00 %
   Acc:  20.00 %
------------------------------------------------------------
